t,xt,yt,vt,at
6.00,6.78942920784304,-7.341910584560931,2.194524191102234,-7.5411597968399775
6.10,6.952757805494582,-7.187430618665767,1.4307009629518805,-7.7225722567948205
6.20,7.046616745429791,-7.095434619741659,0.652582643706573,-7.826823327502763
6.30,7.0700682201464735,-7.072067262298548,-0.13205606559950847,-7.852871366726114
6.40,7.022877910261289,-7.118931510947696,-0.9153753143500514,-7.80045611106729
6.50,6.905517325751566,-7.232830045268929,-1.6895484355424581,-7.670101276434655
6.60,6.719159094783475,-7.406274438541183,-2.4468401472573844,-7.463109325246278
6.70,6.4656652471990075,-7.62857607363019,-3.179683841038733,-7.181548452655991
6.80,6.147568609729302,-7.887166803654588,-3.8807571849441587,-6.828231921831065
6.90,5.7680474988271895,-8.168820481028666,-4.543055285865394,-6.406689954756589
7.00,5.330893963979801,-8.460589196078706,-5.15996068010468,-5.921134459424319
7.10,4.840475898803588,-8.750416737110388,-5.72530945288459,-5.37641694584031
7.20,4.3016933984951295,-9.027482146498182,-6.233452826146963,-4.777980051340622
7.30,3.7199297996996927,-9.282355427654458,-6.679313599276029,-4.131803159558158
7.40,3.1009978919909638,-9.507040132126697,-7.058436878808661,-3.4443426563979282
7.50,2.4510818383990802,-9.694957339847875,-7.367034590257261,-2.722467419963279
7.60,1.7766753852978476,-9.840905678608893,-7.602023327297878,-1.9733901889964371
7.70,1.0845169790375195,-9.941017197559782,-7.761055160146948,-1.2045954955772122
7.80,0.3815224376162988,-9.992719381109195,-7.842541095299581,-0.42376488215251085
7.90,-0.3252841498870334,-9.994708110887094,-7.8456669522274,0.3612998498966123
8.00,-1.0288406056893384,-9.946933547987781,-7.7704014984012515,1.1427545932754202
8.10,-1.7221172262490843,-9.850599588809615,-7.617496761356318,1.9127913105026666
8.20,-2.3981870207404197,-9.708176915031585,-7.388480514681563,2.6637160492401137
8.30,-3.0502949232557497,-9.52342905056578,-7.085641013011057,3.388025817721013
8.40,-3.671925287191354,-9.301449601287139,-6.71200412854006,4.078483552163681
8.50,-4.256866987434467,-9.048706175541927,-6.271303117510274,4.728190427120549
8.60,-4.7992754798722785,-8.77308126420226,-5.767941318747523,5.330654786261587
8.70,-5.2937311981447595,-8.483891206385714,-5.206948156955755,5.879857004858499
8.80,-5.73529370416026,-8.191849981964982,-4.593928890367908,6.370309635885179
8.90,-6.119551051319835,-7.908925017364263,-3.9350086048585005,6.797112238774496
9.00,-6.442663867229254,-7.6480116562344875,-3.2367710141102544,7.156000343000562
9.10,-6.701403715438848,-7.4223438510151505,-2.506192677323265,7.443388057258585
9.20,-6.89318535291333,-7.244583886627384,-1.7505732917416175,7.656403898505447
9.30,-7.016092560925635,-7.125618932873408,-0.9774627564914832,7.792919482869085
9.40,-7.068897291281025,-7.073237666395763,-0.1945857364847153,7.851570791756589
9.50,-7.051071936568714,-7.091007301176126,0.5902355198795152,7.831771800677101
9.60,-6.962794601840707,-7.177707944224111,1.3691593380350324,7.733720334604811
9.70,-6.804947325044998,-7.327529727224785,2.1344029686688084,7.558396091377208
9.80,-6.57910726399396,-7.530959275474932,2.8783203503794637,7.3075508528781326
9.90,-6.287530937924814,-7.776050070867491,3.5934785065953374,6.983690981812256
10.00,-5.9331316811053245,-8.049717290356496,4.2727318134193775,6.590052378957427
10.10,-5.519450533760812,-8.33880481875955,4.909293396341088,6.13056815111375
10.20,-5.050620861170739,-8.630830140647362,5.4968029424432014,5.609829312800547
10.30,-4.531327054449137,-8.914430723586184,6.029390250545898,5.033038914356869
10.40,-3.9667577256570583,-9.179587852727378,6.501733884316575,4.4059600547824065
10.50,-3.3625538649059856,-9.417708399903121,6.909114342302642,3.7348582987573185
10.60,-2.724752477449302,-9.621627925493373,7.247461213629978,3.02643907319106
10.70,-2.059726263921365,-9.785577536237325,7.513393848202887,2.287780668813227
10.80,-1.3741199464193068,-9.905139795724875,7.704255135042357,1.5262635162323566
10.90,-0.6747838766362912,-9.977207360771434,7.818138051260642,0.7494964431129345
11.00,0.03129441058818042,-9.999951032873408,7.853904716403576,-0.034759350715487324
11.10,0.7370600144066117,-9.972800135125688,7.811197761775937,-0.8186678406014737
11.20,1.4354611582007404,-9.89643629107453,7.690443901151324,-1.594396472039779
11.30,2.1195196486025,-9.772800850277669,7.492849667189177,-2.3541944209668655
11.40,2.7824005992954697,-9.605115663282781,7.220389356159279,-3.0904700374328637
11.50,3.417480722939635,-9.397916019434096,6.875785301426033,-3.7958666988584056
11.60,4.018414508869122,-9.157092597266347,6.462480672793379,-4.463336314975662
11.70,4.579197625337223,-8.889935270186502,5.984605073490268,-5.086209750016512
11.80,5.094226912814439,-8.605164272735127,5.446933278540266,-5.658263458512609
11.90,5.558356368906349,-8.312922138227822,4.854837526787848,-6.173781668904477
12.00,5.966948565508481,-8.024682225270748,4.214233843263689,-6.627613493641542
12.10,6.31592098445501,-7.753008584937905,3.5315229282181395,-7.0152243951478885
12.20,6.601786808690768,-7.511085869073563,2.8135262034401096,-7.3327414934227955
12.30,6.821689761394668,-7.3119456233811775,2.0674176548654186,-7.576992262577496
12.40,6.973432644953546,-7.16737309942047,1.30065215248073,-7.745536229665169
12.50,7.0554992946344095,-7.086602126789209,0.5208909637268938,-7.836689359079902
12.60,7.067069727601275,-7.075063636831943,-0.2640747953528413,-7.849540878883799
12.70,7.0080283359126145,-7.1335502271341635,-1.0464020063689325,-7.78396238093913
12.80,6.878965041637691,-7.2580878994351234,-1.818273914431901,-7.640609103919987
12.90,6.681169402550245,-7.440562842582972,-2.5719782305833117,-7.420913386384052
13.00,6.416617727293498,-7.669877244244709,-3.2999841904377027,-7.127070355319198
13.10,6.087953328757452,-7.933273237880506,-3.9950177990909848,-6.762015993160229
13.20,5.698460112970278,-8.21751497357241,-4.65013451047306,-6.3293978024229105
13.30,5.25202976739478,-8.509769874820302,-5.258788614956591,-5.833538361064529
13.40,4.753122876473696,-8.798171566930394,-5.814898641923875,-5.279392132713799
13.50,4.206724352944417,-9.072126003222419,-6.312908123810993,-4.672495963308011
13.60,3.61829363023871,-9.322443413900348,-6.747841114494975,-4.018913758758665
13.70,2.9937101136285142,-9.541367813660594,-7.115351907302638,-3.3251758964080675
13.80,2.3392144351519373,-9.72255500505792,-7.411768455875166,-2.598213975657575
13.90,1.6613460992808093,-9.861030835485934,-7.634129064041505,-1.8452915597176656
14.00,0.9668781423536743,-9.953147575407426,-7.780211978107503,-1.0739316004853487
14.10,0.2627494586355627,-9.996547540125377,-7.848557585884402,-0.2918412716955722
14.20,-0.4440045308198119,-9.990138136012508,-7.838483000651351,0.4931650386110881
14.30,-1.1463221737716196,-9.934080001385105,-7.750088884333783,1.2732438068706344
14.40,-1.8371861444868327,-9.829788760217872,-7.584258441722733,2.040600743890375
14.50,-2.5096935585393316,-9.679950322301567,-7.342648595784514,2.7875686728100875
14.60,-3.157124944149299,-9.488548997978052,-7.0276734322341445,3.506684136998776
14.70,-3.7730113809240824,-9.260906279593664,-6.642480078788873,4.190761972446235
14.80,-4.351199135172417,-9.00372512275196,-6.19091726010833,4.8329670995467415
14.90,-4.885911145977315,-8.725128782637803,-5.677496842609952,5.4268828169551
15.00,-5.3718047476791035,-8.434673304450637,-5.107348753391153,5.966574915145399
15.10,-5.804025052024651,-8.143297439948405,-4.486169723693508,6.446650969071011
15.20,-6.178253456605972,-7.863153580207903,-3.820166369047268,6.8623142174931555
15.30,-6.490750794907956,-7.60724352958427,-3.115993174820619,7.2094114906336015
15.40,-6.738394696824172,-7.388777768332992,-2.380686006801563,7.484474707274233
15.50,-6.9187107863468675,-7.220210596297556,-1.621591811152713,7.684755526678187
15.60,-7.029897404714105,-7.111999893081685,-0.8462952061538112,7.808252809102018
15.70,-7.070843611988568,-7.071292004633981,-0.0625426992030222,7.8537326105225205
15.80,-7.041140287202188,-7.100869204255088,0.7218347137243356,7.820740511797524
15.90,-6.9410842161576145,-7.198704737951657,1.4989997927989926,7.70960615907175
16.00,-6.771675126042587,-7.358288930677846,2.261187361447455,7.521439970061503
16.10,-6.534605696486334,-7.569605563795801,3.0007818934295005,7.2581220391279
16.20,-6.232244646864243,-7.8204300816279915,3.7103936046590253,6.922283351995488
16.30,-5.867613068836864,-8.097599451344506,4.382932289483856,6.517279497812588
16.40,-5.444354240600673,-8.388027593114693,5.011678163676954,6.047157141213719
16.50,-4.96669722445664,-8.679396216360601,5.590349006299135,5.51661358938423
16.60,-4.439414611417659,-8.96055790160029,6.11316292957407,4.930949858119617
16.70,-3.867774835056755,-9.221730739145537,6.574896149599698,4.296017705827986
16.80,-3.257489531060342,-9.454563022955226,6.970935180670234,3.6181611646943725
16.90,-2.6146564684524503,-9.652127825095343,7.29732293170032,2.9041531532082
17.00,-1.9456986227022988,-9.808886627421808,7.55079824417111,2.1611278034005688
17.10,-1.25729999947656,-9.920644974562705,7.728828476548193,1.3965091789552326
17.20,-0.556338850264174,-9.984512360835993,7.829634809598629,0.6179370964183352
17.30,0.1501810528388779,-9.998872218973908,7.852210019764721,-0.16680920932312765
17.40,0.8552003965052195,-9.963364506120275,7.796328543008862,-0.9498888125848273
17.50,1.551674860501347,-9.878881775144803,7.662548728574834,-1.7234774408226743
17.60,2.23264550220686,-9.747578882034015,7.452207260146738,-2.479845652177718
17.70,2.8913082880688026,-9.572895924606339,7.167405800147461,-3.211436065504189
17.80,3.5210820772558127,-9.359592993566968,6.810989990622469,-3.910938871223767
17.90,4.11567437824187,-9.113793085882705,6.386521020525133,-4.571364868526587
18.00,4.669144221301607,-8.843025061633933,5.898240043493881,-5.186115299155409
18.10,5.175961518715972,-8.556250484690793,5.351025801646975,-5.7490477800168645
18.20,5.63106231958073,-8.263845179636299,4.750345878803973,-6.254537675842924
18.30,6.029899407129961,-7.977487896568301,4.102202070195536,-6.697534298687237
18.40,6.368487733022888,-7.709887417747227,3.4130704145094235,-7.073611372729559
18.50,6.643444234629607,-7.474265763362086,2.6898364874526117,-7.379011260160611
18.60,6.8520216374746,-7.2835293285315945,1.939726603354901,-7.610682506256961
18.70,6.992135905095162,-7.149128302435134,1.170235612224835,-7.76631032850795
18.80,7.062387062044848,-7.079737917879555,0.38905201368588116,-7.844339745157361
18.90,7.062073181985362,-7.080051014807954,-0.39601886397032443,-7.843991112067131
19.00,6.991197401102501,-7.150046076691928,-1.1771328520441706,-7.7652679126638535
19.10,6.850467886770432,-7.284990716008295,-1.9464853177687786,-7.608956723133537
19.20,6.641290761777367,-7.476179306138303,-2.6963891456207416,-7.3766193532123605
19.30,6.365756054811471,-7.7121430128487045,-3.4193515444374105,-7.0705772411000485
19.40,6.026616817585084,-7.979968028382109,-4.108148912909405,-6.693888258416759
19.50,5.627261617252044,-8.26643373474934,-4.755899015417092,-6.25031615696064
19.60,5.171680678964801,-8.558838645214792,-5.356129747053929,-5.744292962543997
19.70,4.664426016863686,-8.845514678819157,-5.902843800759303,-5.180874691656414
19.80,4.110565951856314,-9.116098263809995,-6.390578590428229,-4.56569083341928
19.90,3.5156344706304434,-9.361640575717217,-6.814460831266018,-3.904888101591354
20.00,2.885575931888282,-9.574625399529063,-7.170255232039063,-3.2050690186367183
20.10,2.226685672279278,-9.748942040901985,-7.4544068127048275,-2.4732259455028234
20.20,1.5455471054772822,-9.879842313759406,-7.664076424597327,-1.7166712162612665
20.30,0.8489659428873063,-9.963897672488285,-7.797169118262089,-0.9429640756828858
20.40,0.14390219322682998,-9.998964554331838,-7.852355075498611,-0.15983514976276283
20.50,-0.5625993795806281,-9.984161554086327,-7.8290828964642385,0.6248907961393136
20.60,-1.263479645357946,-9.919859837002042,-7.72758510907912,1.4033730397678001
20.70,-1.9517356401696895,-9.807687188674576,-7.548875845684105,2.167833243876377
20.80,-2.6204905376228838,-9.65054554635275,-7.2947407101656045,2.9106331748025385
20.90,-3.2630623598431545,-9.452641114301061,-6.967718936791813,3.6243510211734815
21.00,-3.873030741588882,-9.219524547106943,-6.571078019023255,4.3018555501920215
21.10,-4.4443010804184,-8.958135291822279,-6.10878106179822,4.936377360557426
21.20,-4.971165431942994,-8.676837802347986,-5.585447183498243,5.521576520085548
21.30,-5.448359541720429,-8.385426542767156,-5.006305363244117,6.051605912215507
21.40,-5.87111544394521,-8.095060434849639,-4.377142194664986,6.521169658465563
21.50,-6.235209101386827,-7.818066734300935,-3.704244068167605,6.925576033100323
21.60,-6.537002610573486,-7.567535719727752,-2.994334359401384,7.2607843413034105
21.70,-6.773480550521065,-7.356627028177576,-2.2545062515113665,7.523445292464394
21.80,-6.942280111822822,-7.197551448165501,-1.492151862396931,7.710934465183442
21.90,-7.041714705059945,-7.100299572028107,-0.7148883851132531,7.821378529622425
22.00,-7.070790812645517,-7.071344800234801,0.06951802060379458,7.853673965197424
22.10,-7.029217915723824,-7.1126714737338474,0.8532298252385716,7.807498086591622
22.20,-6.9174113969387365,-7.221455501870941,1.6284164394998466,7.683312267920336
22.30,-6.736488390067634,-7.39051582573801,2.3873324549805472,7.482357332833352
22.40,-6.488256617989976,-7.60937093714778,3.1223950337182718,7.206641156615192
22.50,-6.175196330517851,-7.865554670813678,3.826259673405656,6.858918604158977
22.60,-5.800435522559706,-8.14585463586403,4.491893591229659,6.442664004267055
22.70,-5.3677186802292045,-8.437274214455664,5.112645993112704,5.962036435306068
22.80,-4.881369367177745,-8.727670542657917,5.682314526248637,5.4218381690707265
22.90,-4.346247024975629,-9.006116632483199,6.195207250961747,4.8274666880714445
23.00,-3.7676984191782097,-9.263069071432104,6.646199512686492,4.184860755673279
23.10,-3.1515042162118743,-9.49041733409015,7.03078514582194,3.500441077935472
23.20,-2.503821224865938,-9.681470925118292,7.34512149784891,2.7810461500389145
23.30,-1.8311208794943994,-9.830920421032797,7.586067823843733,2.033863928302802
23.40,-1.1401245795830395,-9.934793200818556,7.751216667763332,1.2663600105011164
23.50,-0.43773653174756494,-9.990414742580692,7.838917916950216,0.48620304207746856
23.60,0.2690252348166718,-9.996380616154621,7.848295289512684,-0.2988119064252598
23.70,0.9730989901625398,-9.952541301363418,7.779255089843843,-1.0808412251330708
23.80,1.6674498620624632,-9.860000555654542,7.632487144797125,-1.8520711355979598
23.90,2.3451401261263007,-9.721127392891852,7.409457911164407,-2.6047957634892747
24.00,2.9993985252501436,-9.539581148390493,7.112395823324483,-3.331494133142807
24.10,3.62368792577902,-9.320347945037424,6.744269027463378,-4.024905314663522
24.20,4.211770634385484,-9.069784348226152,6.308755724838798,-4.678100972736926
24.30,4.757770723039438,-8.795659028577038,5.81020742040901,-5.284554592265327
24.40,5.256232739338684,-8.507174465702708,5.253605444033717,-5.838206689149312
24.50,5.7021762155859985,-8.21493678651305,4.644511178672708,-6.3335253546498675
24.60,6.09114543197603,-7.930822613482005,3.989010492885678,-6.765561528391893
24.70,6.419253936674738,-7.667671021665306,3.2936529328452906,-7.1299984477395295
24.80,6.6832233779614265,-7.4387179863380934,2.565386281436821,-7.423194779461485
24.90,6.880416260435453,-7.2567122089232265,1.8114871383081934,-7.642221002729015
25.00,7.008862297998439,-7.132730843631775,1.039488214491626,-7.784888679919675
25.10,7.067278100301668,-7.074855493435639,0.25710306804497773,-7.849772322762638
25.20,7.055079995958227,-7.087019560480277,-0.5278509672706011,-7.8362236353463
25.30,6.972389864394555,-7.168387515954204,-1.3075308902055434,-7.744377991676722
25.40,6.8200339180715135,-7.313490094090107,-2.0741463966978,-7.575153083065319
25.50,6.599534447242584,-7.5130649591001495,-2.820037718015895,-7.3302397488606195
25.60,6.313094609732852,-7.755310209692582,-3.537752154636107,-7.012085082140409
25.70,5.963576417714296,-8.027188568239938,-4.220118541152578,-6.623867979166608
25.80,5.55447214142621,-8.315517977259152,-4.860318898191573,-6.169467376904618
25.90,5.089869415565371,-8.607742406257998,-5.45195655540766,-5.6534234959673695
26.00,4.574410396991339,-8.892399536677237,-5.989120064899345,-5.080892476231765
26.10,4.0132453818296066,-9.159359230056616,-6.466442266442435,-4.457594858393404
26.20,3.411981345415179,-9.399914004848068,-6.879153914380853,-3.789758426214931
26.30,2.7766259192484433,-9.606786585771422,-7.223131330352731,-3.0840559805692993
26.40,2.113527364727077,-9.774098530225169,-7.494937605721496,-2.347538667019186
26.50,1.4293111434166172,-9.897326389248011,-7.691856942030871,-1.5875655231013284
26.60,0.7308137176285866,-9.973259813627934,-7.811921786365329,-0.8117299492560333
26.70,0.0250142427489077,-9.999968714334045,-7.853932490488445,-0.02778383808001841
26.80,-0.6810351661757089,-9.976782602744835,-7.8174692973315105,0.7564398800219762
26.90,-1.380279896840193,-9.904283285850562,-7.702896535067422,1.5331055008885708
27.00,-2.0657333270353226,-9.784311208336312,-7.511358976864001,2.2944528383675875
27.10,-2.730546632667367,-9.619985191611727,-7.244770402688918,3.0328747615309055
27.20,-3.3680772189445105,-9.41573448262147,-6.905794477452863,3.7409932026121115
27.30,-3.9719550909882675,-9.177340178677719,-6.497818136550253,4.411732876220758
27.40,-4.53614650071666,-8.911979293290353,-6.024917744720338,5.038391973255206
27.50,-5.055014234060566,-8.628257709030548,-5.491818366358196,5.614709123163842
27.60,-5.523373936143284,-8.336206593021375,-4.903846554233195,6.134925955489903
27.70,-5.936545911640736,-8.047199676842974,-4.266877128334451,6.593844635605607
27.80,-6.290401882750248,-7.77372781575816,-3.5872744766114426,6.986879799757585
27.90,-6.581406237577728,-7.528950254582174,-2.8718289641134183,7.310104370505782
28.00,-6.806651356802987,-7.325946853952194,-2.1276890859064155,7.56028879478312
28.10,-6.963886665650866,-7.17664841746968,-1.3622900416735382,7.734933312522196
28.20,-7.051541120890439,-7.090540728350075,-0.5832794456574755,7.832292933431563
28.30,-7.068738908179663,-7.073395948763719,0.2015590857730462,7.851394872361905
28.40,-7.0153081929127765,-7.126391159517619,0.9843837054450992,7.792048269053693
28.50,-6.891782837134881,-7.245918114757653,1.7573726885263352,7.6548460951498045
28.60,-6.699397065368853,-7.424155100786028,2.512802584613993,7.441159229418876
28.70,-6.4400731326519,-7.650193333903082,3.2431253878982873,7.153122760387807
28.80,-6.116402117998634,-7.911360510742879,3.9410439543414237,6.7936146532429555
28.90,-5.731618035196057,-8.194422169904069,4.599584912328709,6.366226994153334
29.00,-5.289565519606826,-8.486489062844928,5.21216833829263,5.875230099332989
29.10,-4.794661413843574,-8.775603792708486,5.772673501134117,5.32552984745297
29.20,-4.251850636137542,-9.051064366580142,6.275500018544428,4.7226186617233195
29.30,-3.6665567723501806,-9.30356713498285,6.71562381417395,4.072520631415906
29.40,-3.0446278852960242,-9.525242308733036,7.088647316542336,3.3817313211557227
29.50,-2.392278082832161,-9.709634677700334,7.390843398119095,2.6571528693863034
29.60,-1.7160254285466354,-9.85166263777751,7.619192615549859,1.906025024483936
29.70,-1.0226268154216616,-9.947574297102815,7.7714133789362725,1.1358528075850312
29.80,-0.3190104531924763,-9.994910321296231,7.845984748728074,0.3543315248957552
29.90,0.3877933560341724,-9.992477986616521,7.842161632448321,-0.4307301212638493
30.00,1.0907224622347682,-9.94033824929396,7.7599822294111265,-1.2114880544322335
30.10,1.7827534301376242,-9.839806411069912,7.600267649046741,-1.980141199425438
30.20,2.456971715066479,-9.69346635581737,7.364613706647543,-2.7290094281016395
30.30,3.106640750785258,-9.505197696290194,7.055374978509146,-3.45061029666283
30.40,3.7252692590410903,-9.280213841698016,6.675641275782381,-4.137733807759879
30.50,4.30667610827088,-9.025106143334204,6.229206772101618,-4.78351445040274
30.60,4.845052073424674,-8.747883767277846,5.720532093456008,-5.381499797876825
30.70,5.335017879822092,-8.457989372302297,5.154699749089085,-5.925714978257848
30.80,5.771677951086771,-8.166255790075327,4.537363348746458,-6.410722373357062
30.90,6.1506693241272625,-7.884749004580924,3.8746911136760698,-6.831675949604766
31.00,6.46820524242204,-7.626422552016381,3.1733042458004235,-7.1843696780158455
31.10,6.72111299203892,-7.404501343658845,2.4402107708556606,-7.46527955944106
31.20,6.906865602343917,-7.2315425429958164,1.682735516514944,-7.6715988352016735
31.30,7.023607094656514,-7.1182120915220475,0.9084469251316183,-7.801266031294369
31.40,7.07017102657513,-7.0719644834358135,0.12508143236500566,-7.852985555958066
31.50,7.046092146684023,-7.095955570635835,-0.6595338327273739,-7.826240644798525
31.60,6.951611043191646,-7.188539761604993,-1.4375592537760409,-7.72129852412736
31.70,6.787671740052795,-7.343535412135538,-2.201221057954888,-7.539207740925067
31.80,6.555912264593303,-7.551159803563629,-2.9428889889495906,-7.28178768610619
31.90,6.258648280882466,-7.799315463308748,-3.655152545956472,-6.951610415766724
32.00,5.898849952383113,-8.074872707310607,-4.3308950269569495,-6.551974952049806
32.10,5.480112265060096,-8.364709771554415,-4.963364636451631,-6.086874320406974
32.20,5.006619107468867,-8.65642912018158,-5.546241947169103,-5.560955652607775
32.30,4.483101466724054,-8.938780746782898,-6.073703041694299,-4.9794737541352605
32.40,3.9147901580400504,-9.201870354363441,-6.540477703126179,-4.348238599906608
32.50,3.307363560154488,-9.43723191836262,-6.941902073342906,-3.6735572829242713
32.60,2.6668908788449,-9.637826157403643,-7.273965252730527,-2.962170995887544
32.70,1.9997715054308116,-9.79800560961602,-7.533349375766097,-2.221187675423456
32.80,1.3126710761710312,-9.913470363388594,-7.717462762033233,-1.4580109819335638
32.90,0.612454871429517,-9.981227330867796,-7.824465811436149,-0.6802663246665442
33.00,-0.0938807799366569,-9.999559310247552,-7.853289384875718,0.1042753288503933
33.10,-0.7992784055825636,-9.968006522387984,-7.803645486733936,0.8877750977502986
33.20,-1.496689905606203,-9.88736159581799,-7.676030142430947,1.6624045113329136
33.30,-2.17914697483293,-9.759678194596196,-7.4717184423030005,2.420423728556161
33.40,-2.839830727817346,-9.588292936563025,-7.192751801321307,3.1542588719693856
33.50,-3.4721398308926426,-9.377859297021299,-6.841917561948444,3.8565777033932487
33.60,-4.069756460514491,-9.134390091960194,-6.422721143933844,4.520362885219904
33.70,-4.626709428865505,-8.865300889470534,-5.939351019318397,5.138982095330747
33.80,-5.137433845990094,-8.579438995533183,-5.396636862606341,5.706254295066675
33.90,-5.596826722335394,-8.287070087802592,-4.800001294254094,6.216511488123183
34.00,-6.000297956136062,-7.999776524227999,-4.155405699639132,6.6646553532958555
34.10,-6.343816196193815,-7.73020026059539,-3.4692906648678767,7.046208185220551
34.20,-6.623949121806032,-7.491548440190793,-2.748511624568284,7.357357634125277
34.30,-6.837897737379628,-7.296790700927262,-2.0002703646531548,7.594994797568911
34.40,-6.983524339069802,-7.1575406254955825,-1.232043064455884,7.756745283566725
34.50,-7.05937387401022,-7.082742442510665,-0.45150559721786065,7.840992934730233
34.60,-7.06468847872028,-7.077441394927756,0.3335431646996564,7.846895976377578
34.70,-6.999415051426493,-7.142001745859788,1.1152592735702058,7.7743954272679066
34.80,-6.864205782637853,-7.2720477840565,1.8858320804349435,7.624215688922428
34.90,-6.660411638673856,-7.459149871360532,2.637562276525181,7.397857307643869
35.00,-6.390068863255599,-7.692010135384073,3.3629388222105496,7.097581981553831
35.10,-6.055878632031623,-7.957784490302737,4.054713994824168,6.726389962452781
35.20,-5.661180063323714,-8.243242098266077,4.705975805511752,6.287990078295807
